n,poid_max,mean,dist_mean_poidMax,division_mean_poidMax,division_mean_std_poidMax,kurtosis,skewness,dist_max_poidMax,exec_time,solution,std,score,selected
800.0,426.0,198.36625,227.63375,0.4656484741784038,42.75422652422788,-0.2411298338757413,1.0887252472695323,3.0,1.860940217971801,397.0,91.81652876596232,397.0,0
18.0,903.0,594.6111111111112,308.3888888888889,0.6584840654608096,132.94456656625306,-1.3735561105481895,0.11200528380874383,13.0,1.6683189868927002,14.0,201.894887878901,14.0,1
805.0,201.0,58.65093167701863,142.34906832298137,0.2917956799851673,10.108616993783377,3.5169718594283883,1.1802194722971784,0.0,1.85770320892334,238.0,34.64279181342651,238.0,0
589.0,339.0,209.2495755517827,129.7504244482173,0.6172553851085034,48.6460357325006,-1.2283074109365129,-0.08819162096064433,1.0,2.1063578128814697,400.0,78.81022491840945,400.0,0
594.0,272.0,77.01178451178451,194.98821548821547,0.2831315607050901,12.044660810412875,2.8945292963227343,0.7293939546460494,0.0,1.95601773262024,172.0,42.54086256020957,172.0,0
387.0,432.0,261.1291989664083,170.8708010335917,0.6044657383481673,59.84593227158184,-1.2339847808166202,-0.018039446571029863,1.0,1.727611780166626,259.0,99.00632653742085,259.0,0
392.0,990.0,586.390306122449,403.60969387755097,0.5923134405277263,131.55085409590401,-1.1198182433393291,0.030952025803583742,6.0,1.9805078506469729,258.0,222.0966891764228,258.0,0
411.0,849.0,240.15085158150848,608.8491484184915,0.2828631938533669,38.12829065028908,3.4031890926545763,0.9744296819029954,0.0,1.9741368293762207,118.0,134.794103576637,118.0,0
406.0,718.0,213.25369458128085,504.7463054187192,0.2970107166870206,38.06340478997724,3.200892877213444,1.1265888076894923,0.0,2.2638370990753174,123.0,128.15498785549585,123.0,0
418.0,546.0,158.04784688995215,387.9521531100479,0.2894649210438684,25.71978855979309,4.0657358920223325,1.1007466427547947,0.0,1.9491488933563232,123.0,88.8528684824482,123.0,0
397.0,476.0,128.67758186397984,347.32241813602013,0.2703310543360921,20.536610489506266,1.950934173843416,0.622591971076763,0.0,2.2608590126037598,109.0,75.96837344470936,109.0,1
385.0,491.0,149.08051948051946,341.9194805194805,0.3036263125876161,24.76715300916045,3.4099544453875783,1.1024060615346667,0.0,3.0501158237457275,119.0,81.57116818396132,119.0,1
397.0,440.0,132.904282115869,307.09571788413103,0.30205518662697506,23.883545388019208,3.7046533784616313,1.2612274808400314,0.0,2.209855079650879,123.0,79.07013832381017,123.0,0
806.0,386.0,110.31017369727049,275.6898263027296,0.2857776520654676,18.559684133490123,4.084915262150895,1.1375737919375917,0.0,0.5178041458129883,233.0,64.94449093324612,233.0,0
168.0,195.0,88.72023809523809,106.27976190476191,0.45497557997558,19.442267442540647,-0.08758218992886446,1.1102948914851545,3.0,0.4599173069000244,83.0,42.7325515878988,83.0,0
822.0,80.0,47.54379562043797,32.456204379562045,0.5942974452554745,11.140241306372491,-1.2258543612407478,-0.018635627796194668,1.0,0.5886154174804688,530.0,18.745228328524227,530.0,0
91.0,219.0,133.37362637362637,85.62637362637362,0.6090119925736364,30.948443572597736,-1.2909859232784109,-0.01909489544028185,3.0,0.5208957195281982,63.0,50.817461642770084,63.0,0
812.0,443.0,265.76477832512313,177.23522167487687,0.599920492833235,60.178932184311975,-1.1914699397733959,-0.017661749912755417,1.0,0.5976147651672363,533.0,100.31151278081181,533.0,0
798.0,861.0,511.74686716791985,349.25313283208015,0.5943633765016489,116.8368812625785,-1.172125950341052,0.011928165336298143,1.0,0.6705384254455566,521.0,196.5748326390268,521.0,0
809.0,406.0,117.4140914709518,288.5859085290482,0.28919726963288617,19.56525366947839,3.869597091268867,1.1075121997971449,0.0,0.5675020217895508,237.0,67.65365971233057,237.0,0
56.0,796.0,398.1785714285714,397.82142857142856,0.500224335965542,89.1052133146113,-0.91093630108711,0.8371478451850429,11.0,0.5578129291534424,33.0,178.13050447179626,33.0,0
785.0,483.0,140.22547770700638,342.7745222929936,0.2903219000145061,23.443846742449807,3.6490900167399936,1.0816167566741628,0.0,0.5982472896575928,230.0,80.75121698114553,230.0,1
815.0,781.0,228.13006134969325,552.8699386503067,0.2920999505117711,40.42436745406147,3.448921551656618,1.1400300458461403,0.0,0.6018164157867432,240.0,138.39224341954292,240.0,0
407.0,357.0,169.21621621621622,187.78378378378375,0.4739950034067682,36.37670236588555,-0.35308727038654464,1.0255214915073958,1.0,0.5762956142425537,213.0,76.74490681216773,213.0,0
405.0,498.0,229.2567901234568,268.74320987654323,0.4603550002479052,46.14633775360479,-0.01111239530010355,1.1215667105684828,2.0,0.5361874103546143,206.0,100.2407657758786,206.0,0
412.0,29.0,16.560679611650485,12.439320388349516,0.5710579176431202,3.927166005836243,-1.1889966520578783,0.012191762353128958,1.0,0.5660784244537354,255.0,6.877001236660037,255.0,0
389.0,333.0,156.22622107969153,176.77377892030844,0.4691478110501247,33.325040312957185,-0.12392061942320742,1.1071932139584983,1.0,0.8687851428985596,199.0,71.03313609918273,199.0,0
352.0,313.0,187.48011363636363,125.51988636363636,0.5989779988382224,41.747104932632546,-1.0832871644349558,0.03656114355822202,1.0,0.8450453281402588,234.0,69.69722596423446,234.0,0
225.0,822.0,245.69333333333333,576.3066666666666,0.29889699918896995,41.272975584835756,2.9536552915473124,0.8950164741084664,0.0,0.8536996841430664,69.0,138.08427550904244,69.0,0
398.0,526.0,241.97989949748745,284.0201005025126,0.4600378317442727,50.261177665646045,0.05032997237340897,1.1710692876914657,1.0,0.920212745666504,197.0,109.25444430314894,197.0,0
397.0,465.0,137.32745591939548,327.6725440806045,0.2953278621922483,23.300046263001317,4.054103623683429,1.1660867344738637,0.0,0.9159951210021972,120.0,78.89552340250845,120.0,0
414.0,862.0,398.88888888888886,463.11111111111114,0.4627481309615881,82.08413790183013,0.026558679541599076,1.1760584229737634,3.0,0.9344463348388672,208.0,177.3840506524786,208.0,0
403.0,965.0,277.87841191067,687.1215880893301,0.28795690353437303,43.98348707717497,4.064974357383262,1.029656270936097,0.0,0.9306819438934326,118.0,152.74329782451184,118.0,0
378.0,862.0,522.9814814814815,339.0185185185185,0.6067070550829252,122.51648614257758,-1.162932355218383,-0.07926186213734028,4.0,0.9485342502593994,260.0,201.93680807920043,260.0,0
392.0,63.0,28.85459183673469,34.1454081632653,0.458009394233884,6.619489459390388,-0.4491294812239741,0.5809606682937001,1.0,0.919729232788086,193.0,14.452737307851207,193.0,0
376.0,130.0,38.46010638297872,91.53989361702128,0.2958469721767594,6.936971649582044,2.688908317484492,1.101083199256583,0.0,0.9652493000030518,114.0,23.447837233356644,114.0,0
559.0,378.0,231.2933810375671,146.7066189624329,0.6118872514221352,55.62893408499497,-1.241803454124203,-0.09183491422198667,1.0,0.9192261695861816,377.0,90.91370012319,377.0,0
397.0,692.0,418.60453400503786,273.3954659949622,0.6049198468280893,96.61260194218659,-1.1696286413049644,-0.025064519086495686,2.0,0.9404804706573486,267.0,159.7114104435107,267.0,0
395.0,414.0,192.19746835443038,221.80253164556962,0.4642450926435516,40.229277627516105,-0.23460029934060775,1.0580395499199733,1.0,0.9269247055053712,202.0,86.65525659827324,202.0,0
240.0,875.0,511.39166666666665,363.60833333333335,0.584447619047619,119.34448656959611,-1.2137949291534362,0.07778875524576623,10.0,0.9413669109344482,153.0,204.20048380738172,153.0,0
400.0,440.0,266.0225,173.97750000000005,0.6045965909090909,62.46622211174682,-1.2395793293810136,-0.06877227663297834,1.0,0.9442400932312012,270.0,103.31884607192477,270.0,0
422.0,443.0,201.542654028436,241.457345971564,0.4549495576262664,40.65709489438607,0.08052125533675447,1.1462622634961992,4.0,0.9362246990203856,212.0,89.36615985850722,212.0,0
380.0,623.0,374.8184210526316,248.1815789473684,0.6016347047393765,83.87255817639205,-1.1482803136157558,0.022438748545572314,1.0,0.9312767982482909,254.0,139.40777936459796,254.0,0
411.0,315.0,147.66423357664237,167.33576642335763,0.4687753446877535,30.202871200530527,-0.2987964351740389,1.009481221074778,1.0,0.864919900894165,217.0,64.42930828763691,217.0,0
677.0,880.0,254.22304283604137,625.7769571639586,0.2888898214045925,43.883102320811695,3.5616200264272204,1.0708330368311565,0.0,0.9412813186645508,198.0,151.90255616293612,198.0,1
401.0,767.0,221.12468827930172,545.8753117206983,0.288298159425426,39.01984260739078,3.711018253233589,1.1703277300974608,0.0,1.2183313369750977,117.0,135.34544474774572,117.0,1
682.0,689.0,330.03079178885633,358.9692082111437,0.478999697806758,72.61286272177357,-0.3717197658390004,1.0328242188889758,1.0,0.9749581813812256,356.0,151.59271092289424,356.0,0
265.0,705.0,321.40377358490565,383.59622641509435,0.4558918774253981,66.33162605537457,0.15857726811826026,1.2080577976788245,9.0,0.913435697555542,131.0,145.49859153002572,131.0,0
401.0,280.0,126.32418952618454,153.67581047381546,0.4511578197363734,24.675650548851447,0.21899664375245154,1.1647871444214617,1.0,0.8735373020172119,199.0,54.69405487257267,199.0,0
521.0,674.0,315.71017274472166,358.28982725527834,0.4684127192058186,67.99507553781974,-0.2862221900272193,1.0696213539003063,3.0,1.0323929786682131,264.0,145.1606089029854,264.0,0
328.0,160.0,45.77743902439025,114.22256097560977,0.28610899390243905,7.790380222231238,3.5283969362185075,1.152933430759469,0.0,1.4665319919586182,96.0,27.228714889290394,96.0,0
397.0,66.0,19.095717884130984,46.90428211586902,0.28932905885046944,3.504140835163945,0.8732778612062457,0.8247812245311168,0.0,1.3134515285491943,117.0,12.111264762295963,117.0,0
406.0,741.0,208.42364532019704,532.576354679803,0.28127347546585296,33.17562680221057,3.7693738998927935,0.9778608208346732,0.0,1.4270169734954834,116.0,117.94793926894162,116.0,0
